order_id,order_hour,distance_km,prep_time_min,delivery_time_min,order_value,surge_multiplier,rating,cuisine,traffic_level,weather
2503,13,14.21,31,25,29.68,2.0,3.6,American,Medium,Clear
2504,19,9.67,13,31,52.47,1.0,3.1,Thai,Low,Clear
2505,17,6.81,11,56,52.82,1.0,4.0,Chinese,High,Clear
2506,9,8.11,14,75,30.89,1.0,4.4,Italian,Low,Rain
2507,1,3.39,13,17,58.51,1.0,3.9,Mexican,Medium,Storm
2508,21,11.38,26,49,9.16,2.0,3.7,Italian,Medium,Clear
2509,0,11.32,27,80,5.18,1.0,3.9,American,Low,Clear
2510,3,2.61,11,15,25.94,1.5,4.8,Italian,Low,Rain
2511,13,13.23,13,21,38.06,1.0,3.5,Thai,Medium,Clear
2512,0,4.4,31,34,39.61,1.0,3.9,Chinese,High,Clear
2513,13,14.74,28,57,31.2,1.0,4.8,Italian,Medium,Clear
2514,15,6.05,33,20,11.87,1.2,4.4,Chinese,High,Clear
2515,21,3.08,21,69,14.38,1.0,4.3,American,Low,Clear
2516,13,5.6,24,35,51.87,1.5,3.9,Italian,Low,Clear
2517,19,6.88,11,65,52.74,1.0,4.2,Italian,Medium,Clear
2518,2,1.5,11,60,42.06,1.0,3.9,American,Low,Clear
2519,2,8.88,32,49,41.53,1.0,3.8,Thai,Medium,Clear
2520,8,9.17,23,22,37.87,1.2,3.7,Italian,Medium,Rain
2521,5,11.21,24,82,16.16,1.0,4.6,Chinese,High,Rain
2522,12,0.92,11,30,28.55,1.0,4.2,Thai,Low,Clear
2523,20,8.35,10,81,43.27,1.0,4.4,Indian,Low,Clear
2524,1,1.27,29,85,34.55,1.2,4.3,Thai,High,Rain
2525,7,10.67,17,78,6.02,1.2,4.4,Indian,Low,Rain
2526,20,1.31,26,16,57.45,1.2,4.1,Chinese,Medium,Clear
2527,1,13.72,21,15,51.46,1.0,4.0,Italian,Medium,Clear
2528,3,10.68,26,72,19.33,2.0,3.8,Chinese,Low,Clear
2529,14,7.86,38,15,38.91,1.5,3.5,American,Low,Clear
2530,3,6.9,12,21,55.78,1.0,3.6,Chinese,Low,Clear
2531,12,2.39,22,83,10.28,1.0,4.0,Indian,Low,Clear
2532,11,4.72,28,32,32.67,1.0,3.4,Thai,Medium,Rain
2533,12,13.1,6,46,30.09,1.0,3.5,Mexican,Low,Clear
2534,13,13.61,6,59,27.56,1.5,4.7,American,Low,Clear
2535,19,0.51,31,47,50.96,1.2,4.3,Italian,Medium,Storm
2536,17,9.11,18,88,25.94,1.5,4.0,Thai,High,Clear
2537,5,10.93,16,87,8.5,1.0,5.0,Chinese,High,Clear
2538,10,9.47,36,63,8.62,1.0,3.4,American,High,Rain
2539,1,1.68,32,47,7.35,1.0,4.7,Indian,Medium,Clear
2540,22,3.66,32,85,27.5,1.0,4.1,Italian,Low,Clear
2541,18,4.13,29,82,44.51,1.2,4.6,Chinese,Medium,Clear
2542,18,12.56,8,42,16.2,1.0,4.3,Thai,Low,Clear
2543,4,7.22,30,67,40.56,1.2,3.3,Chinese,Medium,Clear
2544,18,7.56,7,58,42.79,1.2,4.2,Italian,Low,Clear
2545,1,14.06,5,69,19.04,1.5,4.4,Thai,Medium,Clear
2546,9,9.74,21,24,38.03,1.0,3.1,Mexican,Low,Rain
2547,1,13.53,11,28,42.67,1.2,5.0,Mexican,Low,Storm
2548,10,7.12,9,50,30.66,2.0,4.4,American,Medium,Clear
2549,17,2.67,23,48,23.52,1.5,4.5,Chinese,Medium,Clear
2550,23,13.98,38,32,39.05,1.2,3.6,American,Low,Clear
2551,14,7.15,39,30,58.78,1.2,4.5,Italian,High,Clear
2552,8,3.13,20,51,28.48,1.0,4.7,Thai,Low,Rain
2553,22,4.88,31,55,26.55,1.2,4.3,American,High,Rain
2554,18,1.24,29,39,30.53,1.2,4.2,Chinese,Medium,Clear
2555,8,7.29,30,22,9.19,1.2,3.8,Mexican,Medium,Clear
2556,2,12.87,18,32,35.42,1.2,4.1,Mexican,High,Clear
2557,20,14.04,18,82,23.08,1.0,3.9,Italian,High,Rain
2558,8,14.02,18,62,11.68,1.0,4.5,Indian,Low,Clear
2559,13,2.32,29,84,30.64,1.0,3.8,American,Low,Clear
2560,18,6.04,8,81,5.19,1.0,4.5,Italian,Low,Storm
2561,6,0.91,19,32,27.1,1.0,3.8,Mexican,Medium,Storm
2562,15,12.9,36,32,10.82,1.0,4.1,Chinese,Medium,Clear
2563,15,5.7,22,70,6.34,1.0,4.5,Chinese,Medium,Clear
2564,0,9.65,18,37,50.35,1.5,3.8,Thai,Low,Clear
2565,3,10.87,5,49,55.39,1.0,4.5,Indian,Medium,Clear
2566,3,6.73,24,20,16.42,1.0,4.5,Indian,Medium,Clear
2567,6,4.94,14,40,34.66,1.0,4.1,Mexican,Medium,Clear
2568,7,14.45,14,75,20.29,1.0,4.8,Indian,Medium,Clear
2569,16,14.49,28,29,32.15,1.0,4.2,Indian,Medium,Clear
2570,4,4.7,38,46,29.01,1.0,4.8,Chinese,Medium,Rain
2571,6,7.45,32,26,19.8,1.5,5.0,Thai,High,Clear
2572,19,14.61,31,19,43.52,1.0,4.1,American,Low,Clear
2573,19,0.57,5,78,11.96,1.2,4.5,Chinese,Medium,Rain
2574,3,6.48,37,85,7.92,1.5,3.9,Thai,Low,Storm
2575,5,1.96,8,41,47.22,2.0,3.7,Chinese,Low,Clear
2576,6,7.88,11,59,41.63,1.0,4.1,Mexican,High,Clear
2577,17,0.86,13,49,32.42,1.0,3.5,Thai,Medium,Clear
2578,4,6.4,20,40,30.73,1.0,3.7,Thai,High,Clear
2579,19,3.7,9,37,32.36,1.0,4.5,Mexican,High,Rain
2580,2,8.23,38,27,29.04,1.0,3.9,Thai,Low,Clear
2581,6,14.94,27,17,26.61,1.5,4.6,American,High,Clear
2582,21,12.11,29,43,32.48,1.0,4.3,Italian,Low,Rain
2583,13,12.76,17,80,34.07,1.0,5.0,Indian,Low,Storm
2584,6,9.71,28,78,43.05,1.0,4.5,Thai,Medium,Clear
2585,4,1.1,15,42,44.12,2.0,4.8,Indian,Low,Rain
2586,21,3.5,21,50,25.77,1.2,4.4,Chinese,High,Clear
2587,4,13.91,17,20,27.74,1.0,4.4,Chinese,Medium,Clear
2588,22,5.81,31,25,25.55,1.0,4.8,Thai,Low,Rain
2589,1,2.0,24,52,34.51,1.0,4.5,Thai,Low,Clear
2590,20,10.68,37,48,29.93,1.2,4.3,Thai,Medium,Clear
2591,21,4.84,36,81,53.93,1.2,4.3,American,Low,Clear
2592,5,4.4,12,60,43.3,1.2,4.5,Thai,Low,Rain
2593,14,14.97,33,43,54.43,1.0,3.9,Indian,Medium,Storm
2594,20,12.94,23,74,44.0,1.2,3.8,Chinese,High,Clear
2595,9,6.42,10,68,58.4,1.2,4.9,Chinese,Low,Clear
2596,22,14.71,25,83,39.97,2.0,5.0,Thai,Low,Clear
2597,23,9.93,26,88,58.0,1.0,3.7,Mexican,Low,Clear
2598,6,11.26,14,88,13.7,1.0,3.9,Italian,Low,Clear
2599,4,0.96,14,23,7.89,1.0,4.8,Thai,Low,Clear
2600,0,2.26,33,24,36.85,1.0,4.5,American,Low,Clear
2601,12,9.68,20,89,59.09,1.2,4.5,Italian,Medium,Clear
2602,20,13.54,5,82,27.97,1.2,4.6,Italian,Low,Clear
2603,17,9.54,21,72,16.66,1.0,4.1,Thai,Low,Clear
2604,12,2.44,34,66,33.68,1.0,4.4,American,High,Storm
2605,20,2.18,30,48,40.68,1.0,4.3,Indian,Medium,Clear
2606,20,12.74,23,49,22.33,1.5,3.8,Thai,Low,Clear
2607,17,2.52,25,47,44.31,1.0,4.4,Chinese,Medium,Rain
2608,4,8.04,21,86,58.63,1.0,4.8,American,Medium,Clear
2609,12,1.04,25,46,54.33,1.0,4.0,Chinese,Medium,Clear
2610,3,1.67,23,69,21.04,1.0,4.3,Thai,High,Clear
2611,16,10.25,11,22,22.97,1.2,4.3,Thai,Low,Clear
2612,2,10.49,21,60,25.43,1.5,4.1,Mexican,Medium,Clear
2613,16,5.45,5,28,26.7,1.0,4.5,Italian,High,Clear
2614,10,3.63,10,22,10.52,1.2,3.9,Mexican,Medium,Storm
2615,20,12.3,30,85,46.91,1.0,4.9,Italian,High,Clear
2616,19,3.65,6,68,25.09,2.0,4.5,Indian,Medium,Clear
2617,22,8.36,36,35,53.39,1.0,3.7,American,High,Clear
2618,20,14.54,9,89,55.98,1.0,5.0,Indian,High,Clear
2619,3,2.64,35,28,6.34,1.0,4.3,Italian,Medium,Clear
2620,1,14.14,16,89,59.37,1.0,3.8,Thai,Low,Clear
2621,19,3.15,39,16,44.05,1.0,4.8,Mexican,High,Clear
2622,15,8.73,34,75,33.62,1.2,4.4,Italian,High,Clear
2623,17,5.97,10,31,26.42,1.2,3.3,Thai,Low,Rain
2624,7,14.49,19,62,33.52,1.0,3.9,Indian,Low,Clear
2625,2,4.47,19,22,22.85,1.2,4.3,Thai,High,Clear
2626,8,6.3,20,70,39.25,1.0,3.1,Thai,Medium,Clear
2627,19,14.75,24,31,10.11,1.2,4.2,Indian,Medium,Rain
2628,5,8.28,17,83,39.16,1.0,4.3,Mexican,High,Storm
2629,9,7.79,35,26,20.14,1.2,3.6,Thai,Medium,Storm
2630,20,4.24,38,52,5.97,1.0,4.3,Mexican,High,Storm
2631,9,10.67,33,32,35.4,1.0,4.2,Thai,Medium,Storm
2632,12,0.71,7,40,36.81,1.0,3.6,Thai,High,Rain
2633,16,1.22,13,51,28.46,1.0,4.7,Indian,Medium,Clear
2634,8,9.19,15,84,8.98,1.2,4.6,Italian,High,Clear
2635,16,5.45,15,55,54.13,1.0,4.1,Italian,Medium,Rain
2636,23,14.32,29,56,38.63,1.0,4.1,American,Medium,Rain
2637,8,13.6,26,55,11.36,1.0,4.6,Indian,Low,Rain
2638,8,10.85,13,61,33.1,1.0,4.1,American,Medium,Clear
2639,0,12.36,24,28,32.35,1.2,3.2,Thai,Medium,Rain
2640,1,10.18,25,15,8.32,1.0,4.4,Indian,High,Rain
2641,15,2.32,14,31,38.38,1.2,3.8,American,Medium,Clear
2642,0,11.6,26,69,49.46,1.0,4.0,Chinese,High,Clear
2643,9,3.55,33,67,46.2,1.5,4.9,Italian,Medium,Rain
2644,17,5.19,13,45,16.16,2.0,4.1,Italian,Low,Clear
2645,7,12.38,9,76,52.43,1.2,4.2,Chinese,Low,Clear
2646,20,8.28,15,22,23.84,1.5,4.5,Mexican,Low,Clear
2647,10,12.97,5,44,57.06,1.0,4.5,Chinese,Low,Clear
2648,22,3.59,5,80,8.95,1.5,3.7,Italian,Low,Rain
2649,1,9.31,9,59,31.74,1.5,4.2,Indian,Medium,Clear
2650,7,1.71,26,32,37.84,2.0,4.2,American,Medium,Clear
2651,21,9.82,30,59,18.62,1.2,4.3,Italian,Medium,Clear
2652,7,11.56,10,33,47.43,1.2,4.3,Chinese,Low,Rain
2653,16,8.98,36,82,39.48,1.0,5.0,Indian,Low,Rain
2654,14,4.36,15,64,6.0,1.0,3.6,Italian,Low,Clear
2655,16,0.95,14,39,38.46,1.0,4.7,Chinese,Medium,Rain
2656,22,2.23,38,52,32.03,1.5,4.8,Italian,Low,Clear
2657,23,9.52,35,50,15.78,1.0,4.4,Chinese,Low,Clear
2658,12,14.05,16,82,59.77,1.0,3.9,Thai,Low,Clear
2659,18,3.49,20,70,54.34,1.0,5.0,Chinese,Medium,Rain
2660,4,11.16,7,53,21.09,1.0,3.1,Italian,Medium,Clear
2661,11,13.06,6,77,34.76,1.5,3.9,Indian,Low,Storm
2662,0,8.05,9,21,22.41,1.5,4.8,Italian,Low,Clear
2663,22,10.2,15,72,47.65,1.0,4.0,Italian,Low,Clear
2664,4,12.32,29,73,56.17,1.0,5.0,Thai,Medium,Clear
2665,7,4.28,39,62,24.74,1.0,3.4,Indian,High,Rain
2666,12,4.8,39,19,49.31,1.0,3.6,Thai,Low,Clear
2667,7,0.51,26,50,32.41,1.0,3.9,Italian,Low,Clear
2668,22,14.46,26,39,26.81,1.0,4.4,Thai,Low,Rain
2669,10,13.8,15,59,56.61,1.0,4.1,American,Medium,Clear
2670,0,11.59,36,33,33.07,1.0,4.0,American,High,Rain
2671,12,1.65,39,21,30.71,1.2,4.9,American,Low,Clear
2672,18,6.99,35,72,41.98,1.0,5.0,Chinese,Medium,Clear
2673,23,1.98,12,80,19.37,1.0,4.0,Mexican,Medium,Clear
2674,2,0.73,24,53,22.86,1.0,3.3,Thai,High,Clear
2675,23,9.43,38,32,56.26,2.0,3.1,Italian,Medium,Clear
2676,16,14.43,8,15,42.32,1.0,4.3,Mexican,Low,Clear
2677,4,13.59,22,77,50.47,1.0,4.5,Thai,Medium,Clear
2678,19,10.6,8,17,19.91,1.0,4.2,American,High,Clear
2679,20,1.9,24,35,34.91,1.5,4.2,Indian,High,Clear
2680,7,4.48,13,44,58.43,1.2,3.8,American,Medium,Rain
2681,13,5.14,20,25,22.53,1.2,4.5,Italian,Low,Clear
2682,3,11.57,30,36,13.83,1.0,5.0,Mexican,Low,Clear
2683,10,12.13,29,71,33.1,1.2,3.1,Mexican,Medium,Clear
2684,19,6.08,8,17,26.33,1.2,4.2,Thai,Medium,Clear
2685,14,6.56,23,44,13.78,1.0,3.7,Chinese,Medium,Clear
2686,18,1.15,18,59,53.87,1.5,3.5,Indian,Low,Clear
2687,6,4.69,25,50,59.49,1.0,3.6,American,Low,Clear
2688,18,7.04,19,86,36.27,1.0,4.4,Indian,Medium,Clear
2689,18,2.2,7,78,47.61,1.5,4.4,Italian,Low,Clear
2690,10,7.07,20,68,52.25,1.2,4.9,Chinese,Low,Clear
2691,4,12.87,18,82,43.55,1.0,4.2,American,Medium,Rain
2692,4,8.93,13,64,7.43,1.0,3.3,Italian,Low,Clear
2693,21,1.64,11,45,13.67,1.5,4.1,Indian,High,Clear
2694,7,3.28,18,43,8.9,1.0,3.5,Chinese,Low,Clear
2695,9,7.38,10,73,5.54,1.0,3.6,American,Medium,Clear
2696,5,5.74,25,50,21.83,1.0,4.5,Indian,Low,Storm
2697,14,5.7,19,87,26.58,1.5,4.3,American,Low,Storm
2698,15,8.17,12,81,18.26,1.5,4.5,Chinese,High,Rain
2699,16,8.97,38,25,8.55,1.0,4.0,Chinese,Medium,Clear
2700,7,12.05,5,25,34.14,1.0,4.6,Indian,Low,Storm
2701,7,5.44,36,40,20.03,1.0,4.0,American,Low,Clear
2702,8,12.18,9,67,48.78,1.0,4.8,Mexican,High,Clear
2703,1,5.41,34,28,5.44,1.5,4.4,Italian,Medium,Clear
2704,14,1.3,26,78,51.34,1.0,4.1,Chinese,Low,Clear
2705,17,8.54,24,24,57.51,1.0,4.3,American,Low,Clear
2706,2,9.02,20,45,44.39,1.2,4.2,Indian,High,Clear
2707,16,14.05,11,50,45.35,1.0,5.0,Indian,Low,Clear
2708,3,11.03,11,24,56.35,1.0,4.3,Chinese,Low,Clear
2709,3,13.81,6,40,16.5,1.0,4.2,Thai,Medium,Clear
2710,13,13.67,18,34,59.7,1.2,4.1,Chinese,High,Rain
2711,8,9.27,35,58,47.54,1.0,4.6,Thai,Low,Clear
2712,8,8.15,18,76,44.96,1.0,4.6,Mexican,Medium,Rain
2713,22,8.58,9,87,24.86,1.0,4.1,Indian,Medium,Rain
2714,17,14.69,15,23,35.02,2.0,3.6,American,Low,Clear
2715,9,11.71,9,85,40.97,1.0,3.7,Thai,High,Clear
2716,20,2.04,33,38,39.12,2.0,4.1,Italian,Medium,Clear
2717,3,11.79,15,26,43.77,1.2,4.9,Italian,Low,Clear
2718,11,2.97,9,74,9.53,1.5,4.1,Mexican,Medium,Rain
2719,7,6.99,36,30,24.56,1.0,3.9,Thai,Medium,Clear
2720,1,3.55,19,43,28.87,1.0,3.3,Thai,Medium,Rain
2721,21,10.5,23,46,19.33,1.0,5.0,American,Medium,Clear
2722,12,13.22,26,49,14.49,1.0,4.5,Italian,Low,Rain
2723,20,4.71,38,57,12.64,2.0,4.6,Italian,Low,Clear
2724,15,1.69,21,67,25.15,1.0,4.7,American,Low,Rain
2725,1,4.83,16,34,32.14,1.0,4.1,Thai,Medium,Rain
2726,10,10.25,29,22,8.46,1.0,4.2,American,High,Clear
2727,9,5.27,21,56,57.06,1.2,4.9,Chinese,High,Clear
2728,14,4.53,14,84,47.09,1.0,4.3,Italian,Low,Clear
2729,16,3.17,32,30,45.2,1.0,4.5,Thai,Medium,Rain
2730,7,7.71,22,83,14.51,1.0,4.6,Italian,High,Clear
2731,17,4.5,22,67,38.21,1.2,4.5,Mexican,Medium,Clear
2732,22,11.1,36,59,34.13,1.0,4.1,Chinese,Low,Clear
2733,8,1.61,18,65,59.04,1.0,4.2,Chinese,Medium,Clear
2734,7,10.13,20,20,46.12,1.0,4.6,Italian,Medium,Clear
2735,13,3.94,22,47,36.67,2.0,4.6,Indian,Low,Clear
2736,17,7.59,20,29,51.79,1.0,4.8,Indian,Low,Clear
2737,21,4.65,21,28,13.53,1.2,4.5,American,Medium,Clear
2738,19,10.98,11,53,5.84,1.2,4.5,Chinese,Medium,Clear
2739,19,14.21,16,77,42.96,1.0,4.0,Italian,Medium,Clear
2740,20,13.8,38,19,10.41,1.0,3.9,Thai,High,Clear
2741,11,8.96,14,66,11.35,1.0,4.6,Italian,Low,Clear
2742,18,7.21,9,30,45.96,1.0,3.9,Italian,Low,Rain
2743,13,12.37,25,52,19.88,1.0,4.2,Thai,Medium,Clear
2744,16,10.41,7,67,39.57,1.0,4.9,Thai,Medium,Clear
2745,23,3.16,23,67,55.46,1.0,4.8,Mexican,High,Clear
2746,20,12.4,39,60,22.41,1.0,4.4,Indian,Medium,Clear
2747,2,6.72,10,29,16.94,1.2,4.1,Mexican,Medium,Clear
2748,22,3.24,18,73,10.86,1.2,4.1,Italian,Medium,Storm
2749,6,4.59,8,64,12.18,1.0,4.6,Italian,Low,Clear
2750,16,4.38,22,23,8.42,1.0,4.2,Chinese,Medium,Clear
2751,11,8.03,33,40,9.82,1.5,3.9,Chinese,Low,Rain
2752,8,3.9,39,17,28.76,1.2,4.8,Indian,Medium,Clear
2753,14,2.29,20,61,22.65,2.0,4.3,Thai,Low,Clear
2754,17,2.29,24,19,43.86,1.0,3.9,American,High,Clear
2755,20,8.96,28,76,52.86,1.0,4.4,Italian,High,Clear
2756,12,11.15,39,19,48.16,1.0,4.7,Chinese,Low,Rain
2757,20,5.16,23,24,34.19,1.2,3.7,Indian,Medium,Clear
2758,7,1.0,8,77,10.63,1.0,4.1,Mexican,High,Clear
2759,13,2.34,37,39,44.04,1.0,4.1,Italian,Medium,Clear
2760,7,13.76,6,58,24.96,1.0,4.4,American,Medium,Clear
2761,13,7.66,17,39,9.71,1.2,4.5,Indian,Low,Rain
2762,6,7.08,34,44,51.34,1.0,3.9,Thai,Low,Clear
2763,22,1.05,38,28,23.6,1.2,3.5,American,Low,Storm
2764,11,11.07,34,57,17.0,1.5,4.7,Italian,High,Clear
2765,10,8.16,28,42,52.93,1.2,3.6,Indian,Medium,Rain
2766,21,3.43,37,33,54.62,1.0,4.3,Thai,High,Clear
2767,21,2.1,14,56,23.64,2.0,4.1,Chinese,Medium,Clear
2768,10,6.06,22,34,24.51,1.0,4.3,American,Medium,Storm
2769,21,12.64,23,25,36.88,1.0,5.0,Mexican,Medium,Clear
2770,12,13.05,11,68,45.34,2.0,5.0,Mexican,Medium,Rain
2771,17,9.24,23,38,8.47,1.0,3.4,American,High,Clear
2772,1,11.05,28,84,37.63,1.0,4.7,Italian,Low,Clear
2773,20,2.17,19,31,57.41,1.0,4.1,Italian,Low,Rain
2774,14,9.03,27,42,19.42,1.0,4.7,Italian,Low,Rain
2775,19,10.17,8,64,54.99,1.0,4.7,Mexican,Low,Rain
2776,17,3.41,8,69,57.26,1.0,4.9,Mexican,Low,Rain
2777,14,13.26,9,87,19.8,1.0,4.3,Chinese,Medium,Clear
2778,18,3.33,27,24,46.48,1.2,3.8,Italian,Low,Clear
2779,22,5.05,15,35,18.13,1.0,4.7,Mexican,Medium,Rain
2780,23,9.5,15,72,45.57,1.0,4.3,Mexican,Medium,Clear
2781,11,9.76,17,48,48.86,1.0,4.1,Italian,Low,Storm
2782,12,10.64,18,57,18.6,1.5,4.0,Italian,Low,Clear
2783,21,2.12,12,25,44.37,1.2,4.7,Mexican,Medium,Clear
2784,10,12.82,29,47,49.67,1.5,5.0,Thai,Medium,Clear
2785,4,8.23,22,72,24.72,1.0,3.6,American,Low,Clear
2786,0,7.33,22,60,14.22,1.0,4.5,Mexican,Medium,Clear
2787,23,14.73,14,75,10.06,1.0,4.0,Chinese,Medium,Clear
2788,2,11.24,11,76,36.65,1.0,3.5,Indian,Low,Storm
2789,21,2.21,18,15,58.8,1.0,4.3,Thai,Low,Clear
2790,18,11.47,19,35,50.26,2.0,3.8,Italian,Medium,Clear
2791,22,1.88,20,76,28.97,1.0,3.4,Chinese,High,Rain
2792,6,0.9,6,78,34.51,2.0,3.8,American,Medium,Rain
2793,11,6.35,34,87,20.37,1.0,3.7,Indian,High,Clear
2794,14,14.91,34,70,13.97,1.5,3.9,Thai,Medium,Rain
2795,4,3.04,22,15,31.51,1.0,3.5,Mexican,High,Clear
2796,14,10.25,35,35,30.49,1.5,4.0,Italian,High,Storm
2797,7,3.01,17,36,33.71,1.0,3.8,Mexican,Low,Rain
2798,9,11.01,24,68,57.4,1.5,4.4,Chinese,Low,Clear
2799,15,7.83,39,18,38.21,1.0,4.5,Italian,Low,Rain
2800,7,10.36,27,79,38.32,1.0,4.3,Mexican,Low,Storm
2801,0,3.44,37,65,12.04,1.0,4.1,Italian,Medium,Clear
2802,11,11.31,39,88,59.81,1.0,4.1,Chinese,Medium,Clear
2803,4,14.94,24,77,47.51,1.2,3.8,Mexican,High,Clear
2804,2,10.15,7,29,53.25,2.0,3.8,Indian,Medium,Clear
2805,0,7.66,12,50,27.79,1.2,4.6,American,Medium,Rain
2806,3,13.89,36,43,32.62,1.2,3.3,Mexican,Medium,Clear
2807,7,0.73,33,66,33.71,1.0,4.2,Italian,Low,Clear
2808,2,11.08,11,60,15.68,1.2,4.0,Thai,Medium,Rain
2809,9,13.39,6,83,42.92,1.0,4.5,Mexican,Medium,Storm
2810,1,1.39,25,43,54.66,1.5,3.5,Italian,Medium,Rain
2811,10,7.03,10,61,14.0,1.0,4.2,Thai,Low,Clear
2812,9,3.47,32,39,9.75,1.2,4.4,Chinese,Low,Clear
2813,20,8.71,36,30,45.6,1.0,3.2,Thai,Medium,Clear
2814,13,9.92,13,55,20.03,1.0,3.7,American,Low,Clear
2815,6,4.89,15,79,39.31,1.0,4.2,Italian,Medium,Clear
2816,1,7.17,27,83,43.27,1.0,4.5,Mexican,Low,Rain
2817,8,4.55,15,34,22.71,1.0,4.3,Thai,Low,Clear
2818,15,5.86,6,83,49.83,1.0,4.5,Chinese,Low,Clear
2819,12,2.81,7,50,35.25,1.5,3.7,Thai,Low,Clear
2820,8,13.34,15,72,52.79,1.0,3.4,Indian,Low,Rain
2821,19,0.65,39,62,46.98,1.5,4.2,Mexican,High,Clear
2822,3,13.29,19,16,52.77,1.0,3.6,American,Low,Clear
2823,21,8.79,15,43,6.11,1.0,3.8,Chinese,Low,Clear
2824,9,5.31,35,30,18.39,1.0,4.7,Mexican,Medium,Clear
2825,21,10.98,32,49,9.95,1.0,4.3,Italian,Low,Rain
2826,11,7.86,32,76,29.31,1.0,3.9,Italian,Low,Clear
2827,16,7.74,36,18,53.95,1.0,3.9,Italian,Medium,Clear
2828,13,2.1,29,82,30.71,1.0,4.5,Mexican,Low,Rain
2829,13,6.15,24,65,51.73,1.2,4.3,American,Low,Clear
2830,1,4.0,32,47,22.99,1.0,3.6,Italian,Medium,Clear
2831,20,0.73,29,38,23.68,1.0,3.2,Mexican,Low,Clear
2832,19,5.72,15,89,54.26,1.5,5.0,Mexican,High,Clear
2833,10,1.8,23,39,28.42,1.2,3.6,American,Low,Rain
2834,15,4.22,32,42,48.44,1.0,4.5,Chinese,High,Clear
2835,18,1.84,5,21,18.02,1.5,5.0,Chinese,Medium,Clear
2836,22,1.96,9,50,57.18,1.5,4.3,Mexican,Low,Clear
2837,5,3.39,14,24,36.6,1.0,3.9,Chinese,Low,Storm
2838,23,15.0,38,50,46.76,1.0,3.5,Indian,High,Rain
2839,18,0.53,6,32,9.92,1.5,3.5,American,Medium,Storm
2840,4,9.76,22,20,32.1,1.0,4.4,Mexican,Low,Clear
2841,3,2.55,17,21,54.56,1.0,4.9,Chinese,Low,Rain
2842,14,13.85,9,26,53.24,1.0,4.0,Thai,High,Clear
2843,3,1.86,24,55,7.57,1.2,3.9,Chinese,Medium,Clear
2844,19,14.35,6,77,21.7,1.5,4.5,American,Low,Rain
2845,9,9.36,15,39,29.38,1.2,3.9,Thai,High,Rain
2846,23,0.52,34,67,14.47,2.0,4.3,Italian,Low,Rain
2847,21,13.46,36,47,45.15,1.0,4.2,Chinese,Medium,Rain
2848,2,8.06,36,87,15.15,1.0,4.0,Thai,Medium,Storm
2849,4,4.31,32,20,24.07,1.2,4.2,American,High,Clear
2850,5,11.63,14,76,41.48,2.0,5.0,Thai,Low,Clear
2851,20,13.94,26,80,31.51,1.0,4.5,Italian,High,Clear
2852,21,7.51,21,23,45.62,1.0,4.7,Thai,High,Clear
2853,7,5.08,26,81,57.87,1.0,3.7,Mexican,Low,Storm
2854,6,11.94,23,30,11.41,1.0,4.7,Italian,Medium,Storm
2855,20,10.39,21,69,44.03,1.0,4.5,Chinese,High,Clear
2856,9,13.39,28,54,17.67,1.0,3.5,Mexican,Medium,Rain
2857,5,10.54,36,40,27.8,1.5,4.5,Mexican,Medium,Clear
2858,13,4.03,32,52,6.81,1.0,3.9,Italian,Medium,Rain
2859,3,14.01,18,49,12.47,1.2,3.4,Mexican,Medium,Storm
2860,12,2.02,10,82,22.59,1.0,4.3,Italian,Medium,Clear
2861,19,4.39,13,73,23.81,1.0,4.5,Italian,Medium,Clear
2862,16,8.04,25,28,54.48,1.0,4.3,Thai,Low,Clear
2863,22,8.7,16,61,45.8,1.5,4.1,Italian,Medium,Rain
2864,6,0.72,34,85,58.47,1.0,4.0,American,Low,Clear
2865,3,11.82,35,86,37.95,1.5,5.0,Chinese,Medium,Clear
2866,13,5.74,8,56,18.29,1.5,3.6,Mexican,Low,Clear
2867,2,6.39,35,65,23.02,1.0,4.6,Indian,Medium,Clear
2868,23,12.24,31,33,22.59,1.0,4.2,Thai,Low,Storm
2869,4,6.0,29,80,22.96,1.2,3.8,Chinese,Medium,Rain
2870,15,1.18,9,61,42.01,1.0,4.2,Indian,Medium,Clear
2871,22,3.06,10,79,34.19,1.0,3.5,Italian,Medium,Clear
2872,19,14.36,9,56,26.2,1.0,3.9,Mexican,Low,Clear
2873,3,1.52,31,52,13.2,1.0,4.2,Thai,Low,Clear
2874,23,5.65,12,27,6.22,1.5,3.4,Chinese,High,Clear
2875,23,7.8,13,58,17.04,1.0,4.5,Indian,Medium,Clear
2876,1,7.65,19,38,10.91,1.0,3.7,Indian,Low,Clear
2877,17,0.56,11,44,48.2,1.0,3.5,Indian,High,Clear
2878,18,7.77,36,84,11.19,1.2,3.7,Chinese,Low,Clear
2879,18,6.06,12,52,44.83,1.2,5.0,American,Medium,Clear
2880,16,14.6,19,37,26.21,1.5,3.2,Italian,Medium,Clear
2881,13,2.81,23,88,9.04,1.2,4.4,Mexican,Low,Rain
2882,18,5.64,10,71,49.7,1.0,3.8,Indian,Low,Clear
2883,21,6.58,23,37,36.88,1.0,4.0,Thai,Medium,Rain
2884,23,6.17,32,50,17.97,1.0,4.5,Chinese,Low,Storm
2885,12,10.15,21,71,54.21,1.2,4.5,Thai,Medium,Clear
2886,11,3.62,23,15,7.49,1.5,3.9,Indian,Medium,Clear
